handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,customTextField1,customTextCharLimit1,customTextMandatory1
,Product,A Thousand Wishes Travel Size Body Lotion,A rich creamy body lotion infused with the sparkling scent of pink prosecco and crystal peonies. This travel-friendly formula deeply moisturizes and softens skin while leaving behind a light enchanting fragrance.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-25T181921.158.png?v=1758500731,Body Care,,,8.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Gingham Fine Fragrance Mist,A fresh clean scent with notes of blue freesia sweet clementine and soft musk. This bright and airy body mist captures the essence of a sunny day delivering a crisp refreshing fragrance that lasts for hours.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-24T190640.441.png?v=1758500732,Fragrance,,,16.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,Japanese Cherry Blossom Fine Fragrance Mist,An iconic floral fragrance featuring delicate cherry blossoms Asian pear and sandalwood. This beloved body mist delivers a fresh romantic scent that transports you to a blooming spring garden with every spritz.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign-2025-09-24T182755.556-Copy.png?v=1758500733,Fragrance,,,16.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,Cheek Heat Gel-Cream Blush,A lightweight gel-cream blush that melts into skin for a natural sun-kissed flush. The buildable formula blends seamlessly delivering a soft dewy finish that looks like you're glowing from within.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_98.png?v=1758500735,Makeup,,,32.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Precision Pore Cleansing Pad,Gentle exfoliating pads infused with pore-refining ingredients that sweep away dead skin cells and impurities. These easy-to-use pads help minimize the appearance of pores leaving skin smoother brighter and refreshed.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_97.png?v=1758500736,Skin Care,,,28.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Full Exposure Volumizing Mascara,A high-impact mascara that delivers maximum volume and dramatic length. The unique brush coats every lash with rich pigment creating bold full lashes that won't clump smudge or flake throughout the day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_94.png?v=1758500737,Makeup,,,26.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Cheekleaders Mini Cheek Palette,A versatile mini cheek palette featuring blush bronzer and highlighter shades. These finely milled powders blend effortlessly to add dimension warmth and a radiant glow to your complexion.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_92.png?v=1758500738,Makeup,,,36.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Major Volume Mascara,A mascara that delivers serious volume and length with a lightweight buildable formula. The oversized brush coats every lash evenly creating bold dramatic eyes that stay flake-free all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_91.png?v=1758500739,Makeup,,,24.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Sugar Tinted Lip Treatment Sunscreen SPF 15,A nourishing tinted lip balm that hydrates and protects lips with SPF 15. The sheer sugar-infused formula delivers a hint of color and a glossy finish while keeping lips soft smooth and shielded from the sun.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_89.png?v=1758500740,Lip Care,,,26.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Jet Lag Rehydrating Face Mask,An ultra-hydrating sheet mask designed to revive tired dull skin. Infused with moisture-boosting ingredients this mask instantly refreshes and plumps your complexion leaving you with a healthy dewy glow.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_88.png?v=1758500741,Skin Care,,,8.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Faux Filter Luminous Matte Foundation,A full-coverage foundation that delivers a flawless filtered finish with a luminous matte effect. The lightweight formula blurs imperfections and evens skin tone while staying put for up to 12 hours without oxidizing.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_80.png?v=1758500742,Makeup,,,38.00,,TRUE,PERCENT,0,infinite,0.25,,,,,,
,Product,The Everything Shower Whipped Body Scrub,A luxurious whipped body scrub that exfoliates and nourishes skin in one indulgent step. This creamy formula buffs away dead skin cells while moisturizing leaving your skin silky smooth and glowing.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_74.png?v=1758500744,Body Care,,,22.00,,TRUE,PERCENT,0,infinite,0.3,,,,,,
,Product,Luminous Silk Foundation,A weightless foundation that delivers a natural luminous finish with buildable medium coverage. Infused with light-reflecting pigments it smooths and perfects skin while maintaining a fresh breathable feel all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_70.png?v=1758500745,Makeup,,,64.00,,TRUE,PERCENT,0,infinite,0.3,,,,,,
,Product,Bum Bum Jet Set Travel-Size Body Cream,A fast-absorbing body cream with a warm pistachio and salted caramel scent. This travel-friendly formula deeply hydrates and visibly smooths skin while leaving behind the signature Brazilian Bum Bum fragrance.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_65.png?v=1758500746,Body Care,,,18.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Brazilian Bum Bum Hair & Body Fragrance Mist,A luxurious hair and body mist featuring the iconic Brazilian Bum Bum scent of pistachio salted caramel and vanilla. This lightweight spray refreshes and lightly scents your hair and skin with an irresistible warm fragrance.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_64.png?v=1758500747,Fragrance,,,24.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,One Size Complexion Brush,A versatile foundation brush with densely packed synthetic bristles designed for seamless blending. This professional-quality brush works with liquid cream and powder formulas to achieve an airbrushed flawless finish.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_49.png?v=1758500748,Tools & Brushes,,,32.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Cheeky Blush Brush,A soft fluffy brush designed for effortless blush application. The angled shape allows for precise placement and smooth blending delivering a natural-looking flush to the cheeks.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_47.png?v=1758500749,Tools & Brushes,,,24.00,,TRUE,PERCENT,0,infinite,0.08,,,,,,
,Product,Lip Contour 2.0 Automatic Matte Lip Pencil,A precision automatic lip liner that defines and shapes lips with a smooth matte finish. The creamy formula glides on effortlessly and prevents feathering for a polished long-lasting look.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_36.png?v=1758500750,Makeup,,,20.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Better Than Sex Waterproof Mascara,The waterproof version of the cult-favorite mascara delivering extreme volume and length that won't budge. The hourglass brush coats every lash with rich pigment for bold dramatic eyes that stay flawless through sweat tears and humidity.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_12.png?v=1758500752,Makeup,,,29.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Tatcha Rice Wash Soft Cream Cleanser,A luxurious creamy cleanser that gently melts away makeup and impurities while nourishing skin. Infused with Japanese rice powder this soft cream leaves skin feeling clean soft and beautifully balanced.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_11.png?v=1758500753,Skin Care,,,38.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,Skin Perfecting 2% BHA Liquid Exfoliant,A gentle leave-on exfoliant with salicylic acid that unclogs pores and smooths skin texture. This lightweight liquid formula helps reduce blackheads minimize breakouts and reveal a brighter more even complexion.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_5.png?v=1758500754,Skin Care,,,32.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Daily Reviving Concentrate Face Oil,A lightweight fast-absorbing face oil that revives tired dull skin with a boost of hydration. Infused with plant extracts and essential oils this concentrate leaves skin feeling soft smooth and radiant.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_3.png?v=1758500755,Skin Care,,,42.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Lip Sleeping Mask Intense Hydration,An overnight lip mask that deeply nourishes and repairs dry chapped lips. The rich buttery formula locks in moisture while you sleep leaving lips soft smooth and visibly plumper by morning.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_100.png?v=1758500756,Lip Care,,,24.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Dew Drops Liquid Highlighter,A concentrated liquid highlighter that adds instant radiance and a dewy glow. This lightweight formula can be mixed with foundation worn alone or layered on high points of the face for a luminous glass-skin effect.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_800x800px_9.png?v=1758500757,Makeup,,,26.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Highlight & Glow Face Palette,A multi-use highlighting palette featuring shimmering shades that illuminate and enhance. The silky powders blend effortlessly to create a radiant glow perfect for strobing and adding dimension to your complexion.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_800x800px_4.png?v=1758500758,Makeup,,,42.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,KKW Beauty Classic Blossom Fragrance,A romantic floral fragrance featuring soft peony pink freesia and creamy sandalwood. This elegant scent captures timeless femininity with a modern twist making it perfect for any occasion.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_800x800px_10.png?v=1758500759,Fragrance,,,68.00,,TRUE,PERCENT,0,infinite,0.3,,,,,,
,Product,24-Hour Brow Setter Clear Eyebrow Gel,A long-lasting clear brow gel that keeps every hair in place for up to 24 hours. The lightweight non-flaky formula tames and sets brows without stiffness giving you polished feathery arches that stay put all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_800x800px_1.png?v=1758500761,Makeup,,,18.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Clear Brow Gel,A weightless invisible brow gel that grooms and holds brows in place. The clear formula tames unruly hairs without flaking or leaving a stiff residue for natural-looking perfectly groomed brows.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_800_x_800_px_8.png?v=1758500762,Makeup,,,14.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Rose Inc Blush Divine Clean Radiant Cream Blush,A silky cream blush infused with skincare ingredients that delivers a natural radiant flush. The buildable formula melts into skin for a fresh dewy finish that looks healthy and glowing all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T181240.204.png?v=1758500763,Makeup,,,34.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Setting Spray All Nighter Ultra Matte,A mattifying setting spray that locks makeup in place for up to 16 hours. This oil-controlling formula keeps shine at bay and prevents makeup from fading creasing or settling into fine lines.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T171125.793.png?v=1758500764,Makeup,,,34.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Setting Spray All Nighter,A cult-favorite makeup setting spray that keeps your look locked in place for up to 16 hours. The lightweight mist prevents fading smudging and settling while maintaining a fresh just-applied finish.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T160024.444.png?v=1758500765,Makeup,,,34.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Super Shock Highlighter,A bouncy cushion-like highlighter with an ultra-smooth texture that delivers an intense metallic glow. This unique cream-powder formula melts into skin for a luminous shimmering finish that lasts all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T125851.892.png?v=1758500766,Makeup,,,9.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Super Shock Shadow,A revolutionary cream-powder eyeshadow with a unique bouncy texture that delivers intense color and long-lasting wear. The ultra-smooth formula glides on effortlessly and stays vibrant without creasing or fading.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-27T103955.505.png?v=1758500767,Makeup,,,8.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Cloud Paint Seamless Cheek Color,A buildable gel-cream blush that blends seamlessly into skin for a natural flushed-from-within glow. The lightweight formula can be applied with fingers or a brush and layers beautifully without streaking.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-25T184555.096.png?v=1758500768,Makeup,,,20.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Stretch Concealer Supercharged Concealer,A hydrating concealer that stretches to fit your skin delivering flexible natural-looking coverage. This creamy formula brightens and evens skin tone while moving with your face for a second-skin finish that lasts.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-25T184022.146.png?v=1758500769,Makeup,,,20.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Bronzing Drops,Concentrated bronzing drops that add a customizable sun-kissed glow to your complexion. Mix with foundation moisturizer or primer to create your perfect shade of warmth and radiance.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T192341.960.png?v=1758500771,Makeup,,,28.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Dew Skin Tinted Moisturizer,A lightweight tinted moisturizer that hydrates and evens skin tone with a natural dewy finish. This sheer breathable formula delivers a hint of coverage while nourishing skin for a healthy radiant glow.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T192245.043.png?v=1758500772,Makeup,,,30.00,,TRUE,PERCENT,0,infinite,0.15,,,,,,
,Product,Future Dew Oil Serum Hybrid,A hybrid oil-serum that combines skincare and glow in one luxurious formula. This lightweight product adds instant radiance while nourishing skin leaving you with a dewy glass-skin finish.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T184738.580.png?v=1758500773,Skin Care,,,26.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Priming Moisturizer Rich,A rich creamy moisturizer that hydrates and primes skin for flawless makeup application. Infused with nourishing ingredients this formula smooths texture and creates a soft velvety canvas that extends makeup wear.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitled_design_-_2025-09-24T171541.923.png?v=1758500774,Skin Care,,,38.00,,TRUE,PERCENT,0,infinite,0.2,,,,,,
,Product,High Coverage Creamy Concealer,A full-coverage concealer with a creamy texture that effortlessly covers dark circles blemishes and imperfections. The long-wearing formula blends seamlessly and stays crease-free for a flawless finish all day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_96.png?v=1758500775,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.08,,,,,,
,Product,Satin Lipstick,A luxurious lipstick with a smooth satin finish that delivers rich color and hydration. The creamy formula glides on effortlessly and keeps lips feeling soft and comfortable throughout the day.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_93.png?v=1758500776,Makeup,,,10.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
,Product,Perfect Strokes Universal Volumizing Mascara,A universal mascara that delivers dramatic volume and length to every lash type. The precision brush separates and coats each lash evenly creating bold full eyes without clumping or flaking.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_86.png?v=1758500777,Makeup,,,15.00,,TRUE,PERCENT,0,infinite,0.1,,,,,,
,Product,Precision Liquid Liner Waterproof,A waterproof liquid eyeliner with an ultra-fine tip for precise line control. The rich pigmented formula glides on smoothly and dries quickly delivering bold long-lasting color that won't smudge or fade.,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_84.png?v=1758500779,Makeup,,,12.00,,TRUE,PERCENT,0,infinite,0.05,,,,,,
