id,name,description,slug,price,discounted_price,currency,brand,category,image_url,image_alt,in_stock,stock_quantity,wix_id,created_at,updated_at
1d6a8b7c-9e2f-8c1d-b3a4-c2d1e9f8a7b5,Brow Perfection Pencil & Gel Duo,"Frame your face with perfectly sculpted brows using this two-in-one product. The precision pencil fills in sparse areas with natural-looking strokes, while the tinted gel sets and holds hairs in place all day. Available in multiple shades to match every hair color.",brow-perfection-pencil-gel-duo,0.00,21.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_11.png?v=1758500615,Brow Perfection Pencil & Gel Duo,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
9e5a7b6c-8d1f-7c2e-a3b4-d1e9c8f7a6b5,Blush & Bronze Duo,"Add warmth and dimension to your complexion with this dynamic duo. The silky blush delivers a natural flush of color, while the bronzer gives you a sun-kissed glow. Both shades blend seamlessly and work beautifully on all skin tones for a healthy, radiant finish.",blush-bronze-duo,0.00,26.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_12.png?v=1758500615,Blush & Bronze Duo,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
8d4a6b5c-7e9f-6c1d-b2a3-e9d8c7f6a5b4,Color Correcting Concealer Palette,"Neutralize dark circles, redness, and discoloration with this five-shade concealer palette. Each color-correcting hue targets specific concerns, while the creamy formula blends effortlessly to create a flawless base. Includes a mirror and application guide for perfect coverage every time.",color-correcting-concealer-palette,0.00,29.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_13.png?v=1758500616,Color Correcting Concealer Palette,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
7c3a5b4d-6f8e-5c9d-a1b2-d8e7c6f5a4b3,Lash & Brow Growth Serum,"Promote fuller, longer lashes and brows with this nourishing serum packed with peptides, biotin, and natural botanicals. The gentle formula strengthens hair follicles and encourages healthy growth for visibly thicker, more defined lashes and brows in as little as 4 weeks.",lash-brow-growth-serum,0.00,42.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_14.png?v=1758500616,Lash & Brow Growth Serum,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
6b2a4c3e-5d7f-4c8e-b9a1-c7d6e5f4a3b2,Makeup Setting Spray,"Lock in your look with this ultra-fine setting spray that keeps makeup fresh and flawless for up to 16 hours. The lightweight mist controls oil and shine while preventing fading, creasing, or settling into fine lines. Infused with skin-loving ingredients for a comfortable, breathable finish.",makeup-setting-spray,0.00,19.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_15.png?v=1758500617,Makeup Setting Spray,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
5a1b3d2e-4c6f-3d7e-a8b9-d6e5c4f3b2a1,Cream Blush & Lip Tint Stick,"Get a coordinated, natural flush with this multi-purpose cream stick that works on both cheeks and lips. The buildable formula blends seamlessly into skin for a dewy, healthy glow that lasts all day. Perfect for quick touch-ups and on-the-go beauty.",cream-blush-lip-tint-stick,0.00,23.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_16.png?v=1758500617,Cream Blush & Lip Tint Stick,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
4b9a2c1d-3e5f-2d8e-b7a6-c5d4e3f2b1a9,Waterproof Gel Eyeliner Pot,"Create bold, dramatic eye looks with this long-lasting gel eyeliner that glides on smoothly and sets to a waterproof finish. The intensely pigmented formula won't smudge, fade, or transfer throughout the day. Includes a precision brush for perfect application every time.",waterproof-gel-eyeliner-pot,0.00,17.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_17.png?v=1758500618,Waterproof Gel Eyeliner Pot,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
3a8b1c9e-2d4f-1e7d-a6b5-d4e3c2f1b9a8,HD Makeup Sponge Set,"Achieve a flawless, airbrushed finish with this set of three soft, latex-free makeup sponges. The unique teardrop shape allows for precise application in hard-to-reach areas, while the damp sponge blends makeup seamlessly for a natural, skin-like finish. Expands when wet for maximum coverage.",hd-makeup-sponge-set,0.00,15.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_18.png?v=1758500618,HD Makeup Sponge Set,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
2b7a9c8e-1d3f-9e6d-b5a4-c3d2e1f9b8a7,Matte Liquid Lipstick Collection,"Experience bold, long-lasting color with this collection of ultra-pigmented liquid lipsticks. The lightweight formula dries to a comfortable matte finish that won't feather or transfer. Includes five stunning shades ranging from everyday nudes to statement reds.",matte-liquid-lipstick-collection,0.00,36.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_19.png?v=1758500619,Matte Liquid Lipstick Collection,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
1c6a8b7d-9e2f-8d5c-a4b3-d2e1c9f8b7a6,Illuminating Face Primer,"Prep your skin for flawless makeup application with this light-reflecting primer. The silky formula smooths over pores and fine lines while adding a subtle glow that makes skin look radiant and refreshed. Infused with hydrating ingredients to keep your complexion comfortable all day.",illuminating-face-primer,0.00,27.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_20.png?v=1758500619,Illuminating Face Primer,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
9d5a7b6e-8c1f-7d4e-b3a2-e1d9c8f7b6a5,Full Coverage Concealer,"Instantly erase dark circles, blemishes, and imperfections with this creamy, high-coverage concealer. The lightweight formula blends seamlessly and won't crease or cake, providing a natural-looking finish that lasts all day. Available in a wide range of shades to match every skin tone.",full-coverage-concealer,0.00,20.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_21.png?v=1758500620,Full Coverage Concealer,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
8c4a6b5d-7e9f-6d3c-a2b1-d9e8c7f6b5a4,Glitter Eye Shadow Palette,"Add sparkle to your look with this dazzling palette of 12 glitter-packed shades. The creamy, highly pigmented shadows apply smoothly and stay put without fallout. Mix and match colors to create endless eye-catching looks for day or night.",glitter-eye-shadow-palette,0.00,33.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_22.png?v=1758500620,Glitter Eye Shadow Palette,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
7b3a5c4e-6d8f-5e2c-b1a9-c8d7e6f5b4a3,Lengthening & Curling Mascara,"Get dramatic length and lift with this innovative mascara that curls as it lengthens. The curved brush reaches every lash, while the buildable formula adds volume without clumping. Infused with conditioning ingredients to keep lashes soft and healthy.",lengthening-curling-mascara,0.00,24.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_23.png?v=1758500621,Lengthening & Curling Mascara,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
6a2b4d3e-5c7f-4e1d-a9b8-d7e6c5f4b3a2,Lip Plumping Gloss,"Enhance your pout with this lip-plumping gloss that delivers instant volume and a tingling sensation. The sheer, glossy formula provides hydration and a subtle hint of color while making lips appear fuller and more defined. Perfect for everyday wear or special occasions.",lip-plumping-gloss,0.00,19.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_24.png?v=1758500621,Lip Plumping Gloss,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
5b1a3c2e-4d6f-3e9c-b8a7-c6d5e4f3b2a1,Professional Makeup Brush Set,"Elevate your makeup game with this 12-piece professional brush set. Each brush is crafted with ultra-soft synthetic bristles for flawless application and blending. Includes brushes for face, eyes, and lips, plus a sleek carrying case for storage and travel.",professional-makeup-brush-set,0.00,55.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_25.png?v=1758500622,Professional Makeup Brush Set,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
4a9b2c1e-3e5f-2d8c-a7b6-b5c4d3e2f1a8,Color-Changing Lip Balm,"Treat your lips to this innovative balm that adjusts to your unique pH for a custom pink hue. Enriched with nourishing oils and vitamin E, it provides long-lasting hydration while enhancing your natural lip color. The sheer, buildable finish is perfect for any occasion.",color-changing-lip-balm,0.00,16.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_26.png?v=1758500622,Color-Changing Lip Balm,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
3b8a1c9e-2f4e-1d7c-b6a5-c4d3e2f1b9a7,Bronzing Powder Duo,"Get a natural, sun-kissed glow with this bronzing powder duo featuring both matte and shimmer finishes. The finely milled powders blend seamlessly onto skin for a warm, radiant look. Use alone or together to customize your bronzed effect.",bronzing-powder-duo,0.00,28.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_27.png?v=1758500623,Bronzing Powder Duo,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
2c7a9b8e-1e3f-9d6c-a5b4-d3e2f1c9b8a6,Eyebrow Pomade & Brush,"Define and fill your brows with this long-lasting pomade that glides on smoothly and sets to a waterproof finish. The creamy formula allows for precise application, creating natural-looking hair-like strokes. Includes a dual-ended brush for easy shaping and blending.",eyebrow-pomade-brush,0.00,22.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_28.png?v=1758500623,Eyebrow Pomade & Brush,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
1d6a8b7e-9e2f-8c5d-b4a3-c2d1e9f8b7a5,Dewy Finish Setting Spray,"Lock in your makeup while adding a fresh, dewy glow with this hydrating setting spray. The ultra-fine mist extends makeup wear and gives skin a luminous, healthy-looking finish. Infused with skin-loving ingredients to keep your complexion comfortable and radiant all day.",dewy-finish-setting-spray,0.00,21.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_29.png?v=1758500624,Dewy Finish Setting Spray,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
9e5a7b6d-8d1f-7c4e-a3b2-d1e9c8f7b6a5,Satin Finish Lipstick Trio,"Experience luxurious color with this trio of satin-finish lipsticks. The creamy formula glides on effortlessly, delivering rich pigment with a soft sheen that's neither too matte nor too glossy. Includes three universally flattering shades for everyday glamour.",satin-finish-lipstick-trio,0.00,34.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_30.png?v=1758500624,Satin Finish Lipstick Trio,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
8d4a6b5e-7e9f-6c3d-b2a1-e9d8c7f6b5a4,Glow Boosting Face Serum,"Prep your skin for makeup with this illuminating serum that instantly brightens and hydrates. The lightweight formula absorbs quickly, leaving skin with a subtle radiance that enhances any foundation. Packed with antioxidants and vitamins for long-term skin health.",glow-boosting-face-serum,0.00,39.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_31.png?v=1758500625,Glow Boosting Face Serum,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
7c3a5b4e-6f8e-5c2d-a1b9-d8e7c6f5b4a3,Volumizing Lip Liner Set,"Define your lips with precision using this set of three creamy lip liners. The smooth formula prevents feathering and provides the perfect base for lipstick or gloss. Includes nude, pink, and red shades to complement any lip color.",volumizing-lip-liner-set,0.00,25.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_32.png?v=1758500625,Volumizing Lip Liner Set,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
6b2a4c3f-5d7f-4c1e-b9a8-c7d6e5f4b3a2,Colorful Eyeliner Collection,"Make a statement with this collection of five vibrant, highly pigmented eyeliners. Each liner features a felt-tip applicator for precise, easy application. Create bold graphic looks or subtle pops of color with these long-lasting, smudge-proof formulas.",colorful-eyeliner-collection,0.00,30.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_33.png?v=1758500626,Colorful Eyeliner Collection,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
5a1b3d2f-4c6f-3d9e-a8b7-d6e5c4f3b2a1,Pore Minimizing Face Primer,"Create a smooth canvas for makeup with this mattifying primer that instantly blurs the appearance of pores and fine lines. The lightweight gel formula controls oil and shine throughout the day, ensuring your makeup stays fresh and flawless from morning to night.",pore-minimizing-face-primer,0.00,26.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_34.png?v=1758500626,Pore Minimizing Face Primer,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
4b9a2c1f-3e5f-2d1e-b7a6-c5d4e3f2b1a9,Sculpting Contour Stick,"Chisel and define your features with this easy-to-use contour stick. The creamy formula blends seamlessly into skin for a natural-looking shadow that adds dimension to your face. Perfect for on-the-go touch-ups and beginner-friendly contouring.",sculpting-contour-stick,0.00,23.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_35.png?v=1758500627,Sculpting Contour Stick,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
3a8b1c9f-2d4f-1e9d-a6b5-d4e3c2f1b9a8,Magnetic False Lashes Kit,"Achieve dramatic lashes instantly with this innovative magnetic lash system. No glue required—the magnetic liner and lashes snap together securely for all-day wear. Includes two pairs of reusable lashes and a magnetic eyeliner pen for easy application.",magnetic-false-lashes-kit,0.00,31.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_36.png?v=1758500627,Magnetic False Lashes Kit,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
2b7a9c8f-1d3f-9e8d-b5a4-c3d2e1f9b8a7,Liquid Shimmer Eye Shadow,"Add instant glamour to your eyes with this liquid shimmer shadow that dries to a long-lasting, crease-proof finish. The buildable formula allows you to create subtle shimmer or intense sparkle. Available in six stunning shades perfect for day or night.",liquid-shimmer-eye-shadow,0.00,18.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_37.png?v=1758500628,Liquid Shimmer Eye Shadow,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
1c6a8b7f-9e2f-8d7c-a4b3-d2e1c9f8b7a6,Tinted Moisturizer with SPF,"Simplify your routine with this multi-tasking tinted moisturizer that provides sheer coverage, hydration, and SPF 30 sun protection. The lightweight formula evens out skin tone while letting your natural beauty shine through. Perfect for no-makeup makeup days.",tinted-moisturizer-with-spf,0.00,32.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_38.png?v=1758500628,Tinted Moisturizer with SPF,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
9d5a7b6f-8c1f-7d6e-b3a2-e1d9c8f7b6a5,Eye Primer Potion,"Make your eye makeup last all day with this powerful eye primer. The lightweight formula smooths over lids, prevents creasing, and intensifies the color of your eye shadows. Creates the perfect base for any eye look, from natural to dramatic.",eye-primer-potion,0.00,20.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_39.png?v=1758500629,Eye Primer Potion,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
8c4a6b5f-7e9f-6d5c-a2b1-d9e8c7f6b5a4,Matte & Glow Highlighter Duo,"Get the best of both worlds with this highlighter duo featuring matte and shimmer finishes. The matte side adds subtle definition, while the shimmer side creates a radiant glow. Use separately or blend together for a customized highlighting effect.",matte-glow-highlighter-duo,0.00,29.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_40.png?v=1758500629,Matte & Glow Highlighter Duo,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
7b3a5c4f-6d8f-5e4c-b1a9-c8d7e6f5b4a3,Lip Scrub & Balm Duo,"Pamper your lips with this exfoliating scrub and nourishing balm duo. The sugar scrub gently buffs away dry, flaky skin, while the ultra-hydrating balm locks in moisture for soft, smooth lips. The perfect prep for any lip color.",lip-scrub-balm-duo,0.00,17.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_42.png?v=1758500630,Lip Scrub & Balm Duo,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
6a2b4d3f-5c7f-4e3d-a9b8-d7e6c5f4b3a2,Cream Eye Shadow Stick Set,"Get effortless eye looks with this set of three cream shadow sticks. The twist-up design allows for easy, mess-free application, while the creamy formula blends smoothly and sets to a long-lasting finish. Includes neutral, bronze, and plum shades.",cream-eye-shadow-stick-set,0.00,27.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_43.png?v=1758500630,Cream Eye Shadow Stick Set,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
5b1a3c2f-4d6f-3e2d-b8a7-c6d5e4f3b2a1,Powder Brush Cleaner Mat,"Keep your brushes clean and bacteria-free with this textured silicone mat. The raised ridges and suction cups make it easy to deep clean brushes with soap and water. Extends the life of your brushes while ensuring flawless makeup application every time.",powder-brush-cleaner-mat,0.00,12.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_44.png?v=1758500631,Powder Brush Cleaner Mat,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
4a9b2c1f-3e5f-2d3c-a7b6-b5c4d3e2f1a8,BB Cream Multi-Benefit Formula,"Simplify your beauty routine with this all-in-one BB cream that moisturizes, primes, and provides lightweight coverage. The buildable formula evens out skin tone while SPF protects from sun damage. Infused with antioxidants for healthy, radiant skin.",bb-cream-multi-benefit-formula,0.00,28.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_45.png?v=1758500631,BB Cream Multi-Benefit Formula,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
3b8a1c9f-2f4e-1d2c-b6a5-c4d3e2f1b9a7,Pressed Pigment Eye Shadow,"Create vibrant eye looks with this highly pigmented pressed shadow. The buttery formula applies smoothly and blends effortlessly for intense color payoff. Available in bold shades perfect for creative makeup looks and special occasions.",pressed-pigment-eye-shadow,0.00,16.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_46.png?v=1758500632,Pressed Pigment Eye Shadow,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
2c7a9b8f-1e3f-9d2d-a5b4-d3e2f1c9b8a6,Makeup Organizer Caddy,"Keep your beauty essentials organized and accessible with this multi-compartment makeup organizer. Features adjustable dividers and a rotating base for easy access to all your products. The sleek design looks beautiful on any vanity or bathroom counter.",makeup-organizer-caddy,0.00,24.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_47.png?v=1758500632,Makeup Organizer Caddy,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
1d6a8b7f-9e2f-8c2d-b4a3-c2d1e9f8b7a5,Baking Powder For Undereyes,"Set your under-eye concealer with this ultra-fine baking powder that brightens and prevents creasing. The translucent formula works on all skin tones, creating a flawless, photo-ready finish. Perfect for special events or everyday wear.",baking-powder-for-undereyes,0.00,18.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_48.png?v=1758500633,Baking Powder For Undereyes,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
9e5a7b6f-8d1f-7c2f-a3b2-d1e9c8f7b6a5,Face Powder Brush Large,"Apply powder products with precision using this ultra-soft, densely packed brush. The large dome shape picks up just the right amount of product and distributes it evenly for a seamless finish. Works perfectly with setting powder, bronzer, or blush.",face-powder-brush-large,0.00,21.00,USD,The Beauty Vault,Makeup,https://cdn.shopify.com/s/files/1/0766/5254/4213/files/Untitleddesign_49.png?v=1758500633,Face Powder Brush Large,false,,,2025-10-23 02:02:22.928198+00,2025-10-23 02:02:22.928198+00
